Gene	Fam	Cat
Bgt-3329	NonEff	NonEff
Bgt-3331	NonEff	NonEff
Bgt-79	NonEff	NonEff
Bgt-4603	NonEff	NonEff
Bgt-5345	NonEff	NonEff
Bgt-5449	NonEff	NonEff
BgtAc-31582	NonEff	NonEff
Bgt-192	NonEff	NonEff
Bgt-3259	NonEff	NonEff
Bgt-3260	NonEff	NonEff
Bgt-2	NonEff	NonEff
Bgt-4108	NonEff	NonEff
Bgt-3766	NonEff	NonEff
Bgt-2462	NonEff	NonEff
Bgt-3745	NonEff	NonEff
Bgt-3462	NonEff	NonEff
BgtA-20801	NonEff	NonEff
Bgt-3304	NonEff	NonEff
Bgt-5277	NonEff	NonEff
Bgt-1981	NonEff	NonEff
Bgt-709	NonEff	NonEff
Bgt-3492	NonEff	NonEff
Bgt-3777	NonEff	NonEff
Bgt-4890	NonEff	NonEff
Bgt-4208	NonEff	NonEff
Bgt-837	NonEff	NonEff
Bgt-686	NonEff	NonEff
Bgt-1986	NonEff	NonEff
Bgt-1987	NonEff	NonEff
BgtA-20112	NonEff	NonEff
Bgt-1116	NonEff	NonEff
Bgt-5004	NonEff	NonEff
BgtA-21171	NonEff	NonEff
Bgt-3969	NonEff	NonEff
Bgt-3116	NonEff	NonEff
Bgt-3820	NonEff	NonEff
Bgt-51824	NonEff	NonEff
BgtAc-30690	NonEff	NonEff
Bgt-51825	NonEff	NonEff
BgtA-20261	NonEff	NonEff
Bgt-4485	NonEff	NonEff
Bgt-4485-2	NonEff	NonEff
Bgt-3486	NonEff	NonEff
Bgt-1148	NonEff	NonEff
Bgt-5246	NonEff	NonEff
Bgt-3903	NonEff	NonEff
Bgt-4483	NonEff	NonEff
Bgt-3863	NonEff	NonEff
Bgt-3902	NonEff	NonEff
Bgt-20798	NonEff	NonEff
Bgt-5194	NonEff	NonEff
Bgt-2087	NonEff	NonEff
Bgt-2101	NonEff	NonEff
Bgt-2085	NonEff	NonEff
Bgt-2085-2	NonEff	NonEff
BgtA-20260	NonEff	NonEff
BgtA-20172	NonEff	NonEff
Bgt-2577	NonEff	NonEff
Bgt-3507	NonEff	NonEff
Bgt-3443	NonEff	NonEff
Bgt-236	NonEff	NonEff
Bgt-1751	NonEff	NonEff
Bgt-1731	NonEff	NonEff
Bgt-2223	NonEff	NonEff
Bgt-4532	NonEff	NonEff
Bgt-1742	NonEff	NonEff
Bgt-1738	NonEff	NonEff
Bgt-1744	NonEff	NonEff
Bgt-1734	NonEff	NonEff
BgtE-5468	NonEff	NonEff
Bgt-805	NonEff	NonEff
Bgt-3012	NonEff	NonEff
Bgt-3010	NonEff	NonEff
Bgt-1728	NonEff	NonEff
Bgt-1763	NonEff	NonEff
Bgt-418	NonEff	NonEff
BgtA-20525	NonEff	NonEff
Bgt-20687	NonEff	NonEff
Bgt-1748	NonEff	NonEff
Bgt-1818	NonEff	NonEff
Bgt-4922	NonEff	NonEff
Bgt-1764	NonEff	NonEff
BgtA-20515	NonEff	NonEff
Bgt-50531	NonEff	NonEff
Bgt-1750	NonEff	NonEff
Bgt-50533	NonEff	NonEff
Bgt-50534	NonEff	NonEff
Bgt-5144	NonEff	NonEff
Bgt-5139	NonEff	NonEff
Bgt-2202	NonEff	NonEff
Bgt-2198	NonEff	NonEff
Bgt-4494	NonEff	NonEff
Bgt-1482	NonEff	NonEff
BgtA-20576	NonEff	NonEff
Bgt-20712	NonEff	NonEff
Bgt-60028	NonEff	NonEff
Bgt-3932	NonEff	NonEff
Bgt-1308	NonEff	NonEff
Bgt-3895	NonEff	NonEff
Bgt-3930	NonEff	NonEff
BgtA-20143	NonEff	NonEff
Bgt-50517	NonEff	NonEff
Bgt-50518	NonEff	NonEff
Bgt-5486	NonEff	NonEff
Bgt-3525	NonEff	NonEff
Bgt-3017	NonEff	NonEff
Bgt-3100	NonEff	NonEff
Bgt-3101	NonEff	NonEff
Bgt-3105	NonEff	NonEff
Bgt-3104	NonEff	NonEff
Bgt-50519	NonEff	NonEff
Bgt-20199	NonEff	NonEff
Bgt-3521	NonEff	NonEff
BgtA-20144	NonEff	NonEff
Bgt-3016	NonEff	NonEff
Bgt-4572	NonEff	NonEff
BgtASP-20145	NonEff	NonEff
Bgt-3931	NonEff	NonEff
BgtA-20146	NonEff	NonEff
Bgt-1309	NonEff	NonEff
Bgt-50205	NonEff	NonEff
Bgt-3929	NonEff	NonEff
Bgt-50523	NonEff	NonEff
Bgt-5461	NonEff	NonEff
Bgt-3928	NonEff	NonEff
Bgt-1293	NonEff	NonEff
BgtA-20766	NonEff	NonEff
Bgt-50524	NonEff	NonEff
Bgt-50521	NonEff	NonEff
Bgt-5166	NonEff	NonEff
Bgt-5462	NonEff	NonEff
Bgt-3900	NonEff	NonEff
Bgt-50526	NonEff	NonEff
Bgt-50525	NonEff	NonEff
Bgt-50527	NonEff	NonEff
Bgt-60027	NonEff	NonEff
Bgt-5150	NonEff	NonEff
Bgt-1310	NonEff	NonEff
Bgt-1286	NonEff	NonEff
BgtA-20334	NonEff	NonEff
Bgt-20801	NonEff	NonEff
BgtA-20437	NonEff	NonEff
Bgt-3891	NonEff	NonEff
Bgt-850	NonEff	NonEff
Bgt-3897	NonEff	NonEff
Bgt-50528	NonEff	NonEff
Bgt-3890	NonEff	NonEff
Bgt-3025	NonEff	NonEff
Bgt-2949	NonEff	NonEff
Bgt-855	NonEff	NonEff
BgtA-20439	NonEff	NonEff
Bgt-3898	NonEff	NonEff
Bgt-3792	NonEff	NonEff
Bgt-410	NonEff	NonEff
Bgt-849	NonEff	NonEff
BgtA-20440	NonEff	NonEff
Bgt-3896	NonEff	NonEff
Bgt-2951	NonEff	NonEff
Bgt-2680	NonEff	NonEff
Bgt-1149	NonEff	NonEff
Bgt-3548	NonEff	NonEff
Bgt-2952	NonEff	NonEff
BgtA-21417	NonEff	NonEff
Bgt-2954	NonEff	NonEff
Bgt-2953	NonEff	NonEff
BgtA-21180	NonEff	NonEff
Bgt-898	NonEff	NonEff
Bgt-27	NonEff	NonEff
Bgt-4906	NonEff	NonEff
Bgt-2903	NonEff	NonEff
Bgt-802	NonEff	NonEff
BgtAcSP-30691	NonEff	NonEff
Bgt-2902	NonEff	NonEff
Bgt-2904	NonEff	NonEff
Bgt-4559	NonEff	NonEff
Bgt-3674	NonEff	NonEff
Bgt-1313-2	NonEff	NonEff
Bgt-1313	NonEff	NonEff
Bgt-5460	NonEff	NonEff
Bgt-3833	NonEff	NonEff
Bgt-5077	NonEff	NonEff
Bgt-5186	NonEff	NonEff
Bgt-3357	NonEff	NonEff
Bgt-5368	NonEff	NonEff
Bgt-3459	NonEff	NonEff
Bgt-3569	NonEff	NonEff
Bgt-4845	NonEff	NonEff
Bgt-20924	NonEff	NonEff
Bgt-3528	NonEff	NonEff
Bgt-2117	NonEff	NonEff
Bgt-2127	NonEff	NonEff
Bgt-3700	NonEff	NonEff
BgtA-20162	NonEff	NonEff
Bgt-3834	NonEff	NonEff
Bgt-4399	NonEff	NonEff
Bgt-50443	NonEff	NonEff
Bgt-4970	NonEff	NonEff
Bgt-4971	NonEff	NonEff
Bgt-3872	NonEff	NonEff
Bgt-3493	NonEff	NonEff
Bgt-3480	NonEff	NonEff
Bgt-1305	NonEff	NonEff
Bgt-20114	NonEff	NonEff
Bgt-3500	NonEff	NonEff
BgtE-5688	NonEff	NonEff
Bgt-3495	NonEff	NonEff
Bgt-693	NonEff	NonEff
Bgt-5353	NonEff	NonEff
Bgt-2060	NonEff	NonEff
BgtA-20347	NonEff	NonEff
Bgt-3503	NonEff	NonEff
BgtAc-30346	NonEff	NonEff
Bgt-3450	NonEff	NonEff
Bgt-3505	NonEff	NonEff
Bgt-4296	NonEff	NonEff
Bgt-3448	NonEff	NonEff
Bgt-3009	NonEff	NonEff
Bgt-244	NonEff	NonEff
BgtAc-30769	NonEff	NonEff
Bgt-5458	NonEff	NonEff
Bgt-4992	NonEff	NonEff
Bgt-50423	NonEff	NonEff
Bgt-3509	NonEff	NonEff
Bgt-2191	NonEff	NonEff
Bgt-3710	NonEff	NonEff
Bgt-3713	NonEff	NonEff
Bgt-4973	NonEff	NonEff
Bgt-4408	NonEff	NonEff
BgtAc-31459	NonEff	NonEff
Bgt-3859	NonEff	NonEff
Bgt-438-2	NonEff	NonEff
Bgt-438	NonEff	NonEff
Bgt-965	NonEff	NonEff
Bgt-5457	NonEff	NonEff
BgtAc-31146	NonEff	NonEff
Bgt-3858	NonEff	NonEff
Bgt-5456	NonEff	NonEff
Bgt-3855	NonEff	NonEff
Bgt-2629	NonEff	NonEff
Bgt-4330	NonEff	NonEff
BgtA-20198	NonEff	NonEff
Bgt-5078	NonEff	NonEff
Bgt-3836	NonEff	NonEff
Bgt-3874	NonEff	NonEff
Bgt-752	NonEff	NonEff
Bgt-287	NonEff	NonEff
Bgt-614	NonEff	NonEff
Bgt-614-2	NonEff	NonEff
Bgt-20160	NonEff	NonEff
Bgt-50431	NonEff	NonEff
Bgt-50432	NonEff	NonEff
Bgt-50430	NonEff	NonEff
Bgt-50429	NonEff	NonEff
Bgt-50428	NonEff	NonEff
Bgt-20333	NonEff	NonEff
Bgt-5323	NonEff	NonEff
Bgt-1206	NonEff	NonEff
Bgt-3839	NonEff	NonEff
Bgt-159	NonEff	NonEff
Bgt-3413	NonEff	NonEff
Bgt-5454	NonEff	NonEff
Bgt-5455	NonEff	NonEff
Bgt-4344	NonEff	NonEff
Bgt-1175	NonEff	NonEff
Bgt-1377	NonEff	NonEff
Bgt-3838	NonEff	NonEff
Bgt-1380	NonEff	NonEff
Bgt-5311	NonEff	NonEff
Bgt-1376	NonEff	NonEff
Bgt-50153	NonEff	NonEff
Bgt-1378	NonEff	NonEff
Bgt-4345	NonEff	NonEff
Bgt-5230	NonEff	NonEff
Bgt-1375	NonEff	NonEff
Bgt-5309	NonEff	NonEff
Bgt-1111	NonEff	NonEff
Bgt-4346	NonEff	NonEff
Bgt-1379	NonEff	NonEff
Bgt-3837	NonEff	NonEff
Bgt-3665	NonEff	NonEff
Bgt-1374	NonEff	NonEff
Bgt-51853	NonEff	NonEff
BgtAc-30648	NonEff	NonEff
BgtA-20647	NonEff	NonEff
Bgt-20995	NonEff	NonEff
Bgt-20307	NonEff	NonEff
Bgt-2723	NonEff	NonEff
Bgt-2797	NonEff	NonEff
BgtA-20213	NonEff	NonEff
Bgt-32	NonEff	NonEff
Bgt-5317	NonEff	NonEff
Bgt-4679	NonEff	NonEff
Bgt-50149	NonEff	NonEff
Bgt-1870	NonEff	NonEff
Bgt-1253	NonEff	NonEff
Bgt-1869	NonEff	NonEff
Bgt-4260	NonEff	NonEff
Bgt-20140	NonEff	NonEff
Bgt-50150	NonEff	NonEff
BgtA-20481	NonEff	NonEff
Bgt-1872	NonEff	NonEff
BgtAc-30482	NonEff	NonEff
Bgt-1499	NonEff	NonEff
Bgt-1500	NonEff	NonEff
Bgt-66	NonEff	NonEff
Bgt-4189	NonEff	NonEff
Bgt-1874	NonEff	NonEff
Bgt-1875	NonEff	NonEff
Bgt-1909	NonEff	NonEff
Bgt-1873	NonEff	NonEff
Bgt-4220	NonEff	NonEff
BgtA-20967	NonEff	NonEff
Bgt-779	NonEff	NonEff
Bgt-109	NonEff	NonEff
Bgt-4927	NonEff	NonEff
Bgt-3616	NonEff	NonEff
BgtAc-30196	NonEff	NonEff
Bgt-4351	NonEff	NonEff
Bgt-941	NonEff	NonEff
Bgt-977-3	NonEff	NonEff
Bgt-977	NonEff	NonEff
Bgt-3373	NonEff	NonEff
Bgt-5229	NonEff	NonEff
Bgt-1038	NonEff	NonEff
Bgt-2550	NonEff	NonEff
Bgt-4151	NonEff	NonEff
Bgt-5318	NonEff	NonEff
Bgt-3174	NonEff	NonEff
Bgt-2679	NonEff	NonEff
Bgt-4204	NonEff	NonEff
Bgt-3082	NonEff	NonEff
Bgt-4571	NonEff	NonEff
Bgt-5059	NonEff	NonEff
Bgt-3724	NonEff	NonEff
Bgt-2546	NonEff	NonEff
Bgt-4066	NonEff	NonEff
BgtA-20328	NonEff	NonEff
Bgt-51489	NonEff	NonEff
Bgt-20705	NonEff	NonEff
Bgt-2591	NonEff	NonEff
Bgt-2601	NonEff	NonEff
Bgt-2606	NonEff	NonEff
Bgt-4086	NonEff	NonEff
Bgt-5339	NonEff	NonEff
BgtA-20327	NonEff	NonEff
Bgt-630	NonEff	NonEff
Bgt-2644	NonEff	NonEff
Bgt-2633	NonEff	NonEff
Bgt-20694	NonEff	NonEff
Bgt-4147	NonEff	NonEff
Bgt-5091	NonEff	NonEff
Bgt-2663	NonEff	NonEff
BgtA-20786	NonEff	NonEff
Bgt-4160	NonEff	NonEff
Bgt-4142	NonEff	NonEff
Bgt-3420	NonEff	NonEff
Bgt-3233	NonEff	NonEff
Bgt-3234	NonEff	NonEff
Bgt-51488	NonEff	NonEff
Bgt-1094	NonEff	NonEff
Bgt-4630	NonEff	NonEff
Bgt-4750	NonEff	NonEff
Bgt-4002	NonEff	NonEff
Bgt-4006	NonEff	NonEff
BgtA-20400	NonEff	NonEff
Bgt-859	NonEff	NonEff
Bgt-4090	NonEff	NonEff
BgtAc-31500	NonEff	NonEff
BgtA-21438	NonEff	NonEff
BgtAc-31218	NonEff	NonEff
BgtA-21217	NonEff	NonEff
Bgt-2551	NonEff	NonEff
Bgt-5303	NonEff	NonEff
Bgt-5305	NonEff	NonEff
Bgt-3372	NonEff	NonEff
Bgt-3095	NonEff	NonEff
Bgt-3096	NonEff	NonEff
Bgt-2565	NonEff	NonEff
Bgt-2139	NonEff	NonEff
Bgt-2137	NonEff	NonEff
Bgt-2347	NonEff	NonEff
Bgt-2347-2	NonEff	NonEff
Bgt-5510	NonEff	NonEff
Bgt-2341	NonEff	NonEff
Bgt-107	NonEff	NonEff
Bgt-2343	NonEff	NonEff
Bgt-94	NonEff	NonEff
Bgt-2143	NonEff	NonEff
Bgt-1265	NonEff	NonEff
Bgt-2132	NonEff	NonEff
Bgt-2046	NonEff	NonEff
Bgt-2751	NonEff	NonEff
Bgt-2752	NonEff	NonEff
Bgt-647	NonEff	NonEff
Bgt-51129	NonEff	NonEff
Bgt-4363	NonEff	NonEff
Bgt-1925	NonEff	NonEff
Bgt-379	NonEff	NonEff
Bgt-902	NonEff	NonEff
Bgt-20601	NonEff	NonEff
BgtE-10106	NonEff	NonEff
Bgt-20390-3	NonEff	NonEff
Bgt-20181	NonEff	NonEff
Bgt-20577	NonEff	NonEff
Bgt-3047	NonEff	NonEff
BgtAc-31461	NonEff	NonEff
BgtA-21494	NonEff	NonEff
Bgt-2654	NonEff	NonEff
Bgt-1913	NonEff	NonEff
Bgt-1924	NonEff	NonEff
Bgt-4057	NonEff	NonEff
Bgt-1920	NonEff	NonEff
Bgt-1916	NonEff	NonEff
Bgt-1921	NonEff	NonEff
Bgt-20368	NonEff	NonEff
BgtAc-30046	NonEff	NonEff
Bgt-1927	NonEff	NonEff
Bgt-1927-2	NonEff	NonEff
Bgt-2645	NonEff	NonEff
Bgt-2645-2	NonEff	NonEff
Bgt-753	NonEff	NonEff
Bgt-4888	NonEff	NonEff
Bgt-1915	NonEff	NonEff
Bgt-51135	NonEff	NonEff
Bgt-2626	NonEff	NonEff
Bgt-4226	NonEff	NonEff
Bgt-1923	NonEff	NonEff
Bgt-3140	NonEff	NonEff
Bgt-2636	NonEff	NonEff
Bgt-4217	NonEff	NonEff
Bgt-1912	NonEff	NonEff
Bgt-2631	NonEff	NonEff
Bgt-2623	NonEff	NonEff
Bgt-5258	NonEff	NonEff
Bgt-2180	NonEff	NonEff
Bgt-51136	NonEff	NonEff
Bgt-51137	NonEff	NonEff
Bgt-3908	NonEff	NonEff
Bgt-4955	NonEff	NonEff
Bgt-19	NonEff	NonEff
Bgt-444	NonEff	NonEff
Bgt-1911	NonEff	NonEff
BgtAc-30664	NonEff	NonEff
Bgt-2166	NonEff	NonEff
Bgt-3554	NonEff	NonEff
Bgt-1910-2	NonEff	NonEff
Bgt-2172	NonEff	NonEff
Bgt-2176	NonEff	NonEff
Bgt-519	NonEff	NonEff
Bgt-917	NonEff	NonEff
Bgt-1212	NonEff	NonEff
Bgt-2452	NonEff	NonEff
Bgt-5189	NonEff	NonEff
Bgt-2451	NonEff	NonEff
Bgt-2450	NonEff	NonEff
Bgt-3272	NonEff	NonEff
Bgt-1895	NonEff	NonEff
Bgt-3021	NonEff	NonEff
Bgt-940	NonEff	NonEff
Bgt-2456	NonEff	NonEff
Bgt-2461	NonEff	NonEff
Bgt-4968	NonEff	NonEff
Bgt-5178	NonEff	NonEff
Bgt-5178-2	NonEff	NonEff
Bgt-2448	NonEff	NonEff
Bgt-5127	NonEff	NonEff
Bgt-5434	NonEff	NonEff
Bgt-3361	NonEff	NonEff
Bgt-1009	NonEff	NonEff
Bgt-367	NonEff	NonEff
BgtA-20631	NonEff	NonEff
Bgt-836	NonEff	NonEff
BgtA-20630	NonEff	NonEff
Bgt-650	NonEff	NonEff
Bgt-51592	NonEff	NonEff
BgtAc-30471	NonEff	NonEff
Bgt-140	NonEff	NonEff
Bgt-2455	NonEff	NonEff
Bgt-5466	NonEff	NonEff
Bgt-806	NonEff	NonEff
Bgt-2447	NonEff	NonEff
Bgt-3568	NonEff	NonEff
Bgt-53	NonEff	NonEff
Bgt-3112	NonEff	NonEff
Bgt-2411	NonEff	NonEff
Bgt-2887	NonEff	NonEff
Bgt-4886	NonEff	NonEff
Bgt-2890	NonEff	NonEff
BgtA-20447	NonEff	NonEff
Bgt-222	NonEff	NonEff
BgtE-5725	NonEff	NonEff
Bgt-51589	NonEff	NonEff
BgtE-6001	NonEff	NonEff
BgtAc-30449	NonEff	NonEff
Bgt-2894	NonEff	NonEff
Bgt-2884	NonEff	NonEff
Bgt-20311	NonEff	NonEff
Bgt-2602	NonEff	NonEff
Bgt-3648	NonEff	NonEff
Bgt-195	NonEff	NonEff
Bgt-390	NonEff	NonEff
Bgt-2610	NonEff	NonEff
Bgt-3046	NonEff	NonEff
Bgt-3045	NonEff	NonEff
Bgt-4942	NonEff	NonEff
Bgt-4942-2	NonEff	NonEff
Bgt-2892	NonEff	NonEff
Bgt-1388	NonEff	NonEff
Bgt-2390	NonEff	NonEff
Bgt-2394	NonEff	NonEff
BgtAc-30445	NonEff	NonEff
Bgt-2557	NonEff	NonEff
Bgt-20967	NonEff	NonEff
BgtA-21403	NonEff	NonEff
Bgt-20783-2	NonEff	NonEff
BgtA-20497	NonEff	NonEff
Bgt-2355	NonEff	NonEff
Bgt-3619	NonEff	NonEff
Bgt-2391	NonEff	NonEff
Bgt-2396	NonEff	NonEff
Bgt-2560	NonEff	NonEff
Bgt-2561	NonEff	NonEff
BgtAc-30496	NonEff	NonEff
Bgt-2562	NonEff	NonEff
Bgt-2563	NonEff	NonEff
BgtAc-31565	NonEff	NonEff
BgtA-20375	NonEff	NonEff
Bgt-3649	NonEff	NonEff
BgtA-20376	NonEff	NonEff
Bgt-692-2	NonEff	NonEff
Bgt-20403	NonEff	NonEff
BgtA-20378	NonEff	NonEff
BgtAc-30379	NonEff	NonEff
Bgt-20993	NonEff	NonEff
BgtA-20381	NonEff	NonEff
Bgt-50256	NonEff	NonEff
Bgt-51036	NonEff	NonEff
BgtA-20666	NonEff	NonEff
Bgt-3256	NonEff	NonEff
Bgt-391	NonEff	NonEff
Bgt-3060	NonEff	NonEff
BgtAc-30422	NonEff	NonEff
Bgt-1275	NonEff	NonEff
Bgt-1273	NonEff	NonEff
BgtA-20423	NonEff	NonEff
Bgt-877	NonEff	NonEff
Bgt-3067	NonEff	NonEff
Bgt-3013	NonEff	NonEff
BgtA-20424	NonEff	NonEff
BgtA-21382	NonEff	NonEff
Bgt-282	NonEff	NonEff
Bgt-20242	NonEff	NonEff
Bgt-282-2	NonEff	NonEff
Bgt-232	NonEff	NonEff
Bgt-2067	NonEff	NonEff
Bgt-494	NonEff	NonEff
Bgt-97	NonEff	NonEff
Bgt-2076	NonEff	NonEff
Bgt-5221	NonEff	NonEff
Bgt-48	NonEff	NonEff
Bgt-329	NonEff	NonEff
Bgt-20035	NonEff	NonEff
BgtAc-31294	NonEff	NonEff
Bgt-248	NonEff	NonEff
Bgt-2836	NonEff	NonEff
Bgt-2315-2	NonEff	NonEff
Bgt-2315	NonEff	NonEff
Bgt-50388	NonEff	NonEff
Bgt-3316	NonEff	NonEff
Bgt-5376	NonEff	NonEff
Bgt-20178	NonEff	NonEff
Bgt-2317	NonEff	NonEff
Bgt-221	NonEff	NonEff
Bgt-2740	NonEff	NonEff
Bgt-2434	NonEff	NonEff
BgtA-20872	NonEff	NonEff
Bgt-2306	NonEff	NonEff
Bgt-2307	NonEff	NonEff
Bgt-4704	NonEff	NonEff
BgtA-21209	NonEff	NonEff
Bgt-5164	NonEff	NonEff
Bgt-2308	NonEff	NonEff
Bgt-2446	NonEff	NonEff
Bgt-2302-2	NonEff	NonEff
Bgt-2302	NonEff	NonEff
Bgt-20135	NonEff	NonEff
Bgt-2314	NonEff	NonEff
Bgt-5082	NonEff	NonEff
Bgt-2303	NonEff	NonEff
Bgt-51207	NonEff	NonEff
Bgt-51208	NonEff	NonEff
Bgt-51206	NonEff	NonEff
Bgt-2323	NonEff	NonEff
Bgt-1213	NonEff	NonEff
Bgt-952	NonEff	NonEff
BgtA-20900	NonEff	NonEff
Bgt-2613	NonEff	NonEff
BgtA-20839	NonEff	NonEff
BgtE-5719	NonEff	NonEff
Bgt-51203	NonEff	NonEff
Bgt-2683	NonEff	NonEff
Bgt-51204	NonEff	NonEff
Bgt-4538	NonEff	NonEff
Bgt-2722	NonEff	NonEff
Bgt-479	NonEff	NonEff
BgtA-21479	NonEff	NonEff
Bgt-4539	NonEff	NonEff
Bgt-51092	NonEff	NonEff
Bgt-51200	NonEff	NonEff
Bgt-4959	NonEff	NonEff
Bgt-5488-2	NonEff	NonEff
Bgt-5488	NonEff	NonEff
BgtA-21236	NonEff	NonEff
Bgt-51199	NonEff	NonEff
BgtA-21172	NonEff	NonEff
Bgt-150	NonEff	NonEff
BgtASP-21173	NonEff	NonEff
BgtA-20050	NonEff	NonEff
Bgt-5520	NonEff	NonEff
Bgt-2454	NonEff	NonEff
Bgt-4688	NonEff	NonEff
Bgt-4540	NonEff	NonEff
Bgt-2879	NonEff	NonEff
Bgt-828	NonEff	NonEff
Bgt-5039	NonEff	NonEff
Bgt-4713	NonEff	NonEff
Bgt-2201	NonEff	NonEff
Bgt-2214	NonEff	NonEff
Bgt-2205	NonEff	NonEff
Bgt-20641	NonEff	NonEff
Bgt-5374	NonEff	NonEff
Bgt-199	NonEff	NonEff
Bgt-60025	NonEff	NonEff
Bgt-50070	NonEff	NonEff
Bgt-20663	NonEff	NonEff
Bgt-3482	NonEff	NonEff
Bgt-5003	NonEff	NonEff
Bgt-1561	NonEff	NonEff
Bgt-5175	NonEff	NonEff
Bgt-4404	NonEff	NonEff
Bgt-54-2	NonEff	NonEff
Bgt-1689	NonEff	NonEff
BgtA-20869	NonEff	NonEff
Bgt-50073	NonEff	NonEff
Bgt-1994	NonEff	NonEff
Bgt-1995	NonEff	NonEff
Bgt-20265	NonEff	NonEff
Bgt-4700	NonEff	NonEff
Bgt-4595	NonEff	NonEff
Bgt-2658	NonEff	NonEff
Bgt-5379-2	NonEff	NonEff
Bgt-5379	NonEff	NonEff
BgtA-21165	NonEff	NonEff
Bgt-3851	NonEff	NonEff
Bgt-4841	NonEff	NonEff
Bgt-4841-2	NonEff	NonEff
Bgt-4477	NonEff	NonEff
Bgt-4476	NonEff	NonEff
Bgt-703	NonEff	NonEff
Bgt-1136	NonEff	NonEff
Bgt-3667	NonEff	NonEff
Bgt-4854	NonEff	NonEff
Bgt-5444-4	NonEff	NonEff
Bgt-5444-3	NonEff	NonEff
Bgt-5444-2	NonEff	NonEff
Bgt-4855	NonEff	NonEff
Bgt-2877	NonEff	NonEff
BgtA-20773	NonEff	NonEff
Bgt-3001	NonEff	NonEff
Bgt-777	NonEff	NonEff
Bgt-50089	NonEff	NonEff
Bgt-1559	NonEff	NonEff
Bgt-212	NonEff	NonEff
Bgt-5242	NonEff	NonEff
Bgt-3477	NonEff	NonEff
Bgt-3169	NonEff	NonEff
Bgt-5470	NonEff	NonEff
Bgt-112	NonEff	NonEff
Bgt-1560	NonEff	NonEff
Bgt-1560-2	NonEff	NonEff
Bgt-20612	NonEff	NonEff
Bgt-4978	NonEff	NonEff
Bgt-5442	NonEff	NonEff
Bgt-320	NonEff	NonEff
Bgt-3475	NonEff	NonEff
Bgt-1557	NonEff	NonEff
Bgt-20697	NonEff	NonEff
Bgt-20524	NonEff	NonEff
Bgt-825	NonEff	NonEff
Bgt-46	NonEff	NonEff
Bgt-46-2	NonEff	NonEff
BgtA-21278	NonEff	NonEff
Bgt-20109	NonEff	NonEff
Bgt-712	NonEff	NonEff
Bgt-1558	NonEff	NonEff
Bgt-5289	NonEff	NonEff
Bgt-2729	NonEff	NonEff
Bgt-2731	NonEff	NonEff
Bgt-1339	NonEff	NonEff
Bgt-4941	NonEff	NonEff
Bgt-3942	NonEff	NonEff
Bgt-1338	NonEff	NonEff
Bgt-4840	NonEff	NonEff
Bgt-2142	NonEff	NonEff
Bgt-2141	NonEff	NonEff
Bgt-50071	NonEff	NonEff
BgtA-20939	NonEff	NonEff
Bgt-613	NonEff	NonEff
Bgt-4370	NonEff	NonEff
BgtAc-30938	NonEff	NonEff
Bgt-1595	NonEff	NonEff
Bgt-254	NonEff	NonEff
Bgt-2368	NonEff	NonEff
BgtA-20435	NonEff	NonEff
Bgt-4199	NonEff	NonEff
Bgt-3955	NonEff	NonEff
Bgt-50077	NonEff	NonEff
Bgt-1341-2	NonEff	NonEff
Bgt-20032	NonEff	NonEff
Bgt-4590	NonEff	NonEff
Bgt-3113	NonEff	NonEff
Bgt-50074	NonEff	NonEff
Bgt-3163	NonEff	NonEff
Bgt-5394	NonEff	NonEff
Bgt-50081	NonEff	NonEff
Bgt-50082	NonEff	NonEff
Bgt-50080	NonEff	NonEff
Bgt-1340	NonEff	NonEff
Bgt-904	NonEff	NonEff
Bgt-2676	NonEff	NonEff
Bgt-1596	NonEff	NonEff
Bgt-3276	NonEff	NonEff
Bgt-1146-2	NonEff	NonEff
Bgt-1146	NonEff	NonEff
Bgt-838	NonEff	NonEff
Bgt-881	NonEff	NonEff
Bgt-1040	NonEff	NonEff
Bgt-4469	NonEff	NonEff
Bgt-1157	NonEff	NonEff
Bgt-50084	NonEff	NonEff
Bgt-3613	NonEff	NonEff
Bgt-4524	NonEff	NonEff
Bgt-3950	NonEff	NonEff
Bgt-4525	NonEff	NonEff
Bgt-4525-2	NonEff	NonEff
Bgt-3159	NonEff	NonEff
Bgt-5015	NonEff	NonEff
Bgt-2256	NonEff	NonEff
Bgt-170	NonEff	NonEff
Bgt-684	NonEff	NonEff
Bgt-3585	NonEff	NonEff
Bgt-5135	NonEff	NonEff
Bgt-2417	NonEff	NonEff
Bgt-50086	NonEff	NonEff
Bgt-50087	NonEff	NonEff
Bgt-50296	NonEff	NonEff
Bgt-20361-3	NonEff	NonEff
Bgt-3063	NonEff	NonEff
Bgt-50295	NonEff	NonEff
Bgt-50294	NonEff	NonEff
Bgt-1147	NonEff	NonEff
Bgt-570	NonEff	NonEff
Bgt-2048	NonEff	NonEff
Bgt-50292	NonEff	NonEff
Bgt-50293	NonEff	NonEff
Bgt-319	NonEff	NonEff
Bgt-50874	NonEff	NonEff
Bgt-2635	NonEff	NonEff
Bgt-51610	NonEff	NonEff
Bgt-51609	NonEff	NonEff
Bgt-20310	NonEff	NonEff
Bgt-4928	NonEff	NonEff
Bgt-1208	NonEff	NonEff
Bgt-20869	NonEff	NonEff
Bgt-2948	NonEff	NonEff
BgtA-20701	NonEff	NonEff
Bgt-1191	NonEff	NonEff
